"participant","lfdn","external_lfdn","tester","dispcode","lastpage","quality","duration","c_0001","c_0002","consent","gender","age","normQ","Nrm_el","InJu1","Int_Rsn","hrm_st","nrm_st","InCf1","InRem1","InSWr1","InAR1","InRem2","InSWr2","InAR2","InRem3","InSWr3","InAR3","InCS","InStR","string_coded","critical_slide_wrong","Dumb_incl_string","InJu2","InChM","InCf2","Hrm_rel","Hrm_oth","hrm_Qs","InIrr","InCu","InRsn2","InGut","pot_hrm","box","rugb","v_182","v_214","v_213","v_212","v_211","v_210","v_209","v_208","v_207","v_206","ethics","ethStR","Prv_in","Prv_in_S","browser","referer","device_type","participant_browser","participant_browser_version","participant_os","participant_device","participant_brand","participant_model","participant_isbot","participant_continent","participant_country","participant_region","participant_city","participant_latitude","participant_longitude","quota","quota_assignment","page_history","hflip","vflip","output_mode","condition","Ju1_bin","Ju2_bin","wrong1","wrong2","j1","j2","j3","j4","j5","j6","ch1","ch2","ch3","ch4","ch5","Rch1","Rch2","Rs_changed","Rs_changed_tot","changed","changed_tot","rs1","rs2","rs3","rs4","rs5","rs6","rs1_bin","rs2_bin","rs3_bin","reason_always","pot_hrm_bin","all_harm","all_harm_norm","nrm_all","Roz_fully_C","Dumb_response","right_change","SocDes","NFC"
109,54,0,"no tester","Completed (31)","2300103                     ",NA,560,NA,NA,"Yes","Female",52,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","I live by the  Golden Rule  -- Do unto others as you would have them do unto you.  Potential harm is irrelevant.                                                                                                                                              ",1,"Incest is a  taboo  even in the most primitive cultures.                                                                                                                                                                                                      ","no harm mentioned","norms mentioned",7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Incest is morally wrong -- regardless of consent, birth control, age, or anything else. Incest is a  taboo  even in primitive and non- Christian  cultures.                                                                                                   ","reason",NA,"It's wrong and I can provide a valid reason.",1,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","2",7,"7: Extremely",1,"Yes","No","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","Yes","college level  Intro to Ethics,   Business Ethics, &  Ethical Reasoning.                                                                                                                                                                                      ","No","-99                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                              ","-99                                                                                                                                                                                                                                                           ",0,"0","-99                                                                                                                                                                                                                                                           ","0","desktop","0","0","0","North America","United States","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ",0,"-66                                                                                                                                                                                                                                                           ","2300057,2300058,2300059,2300060,2300061,2300062,2300063,2300064,2300065,2300429,2300066,2305822,2300067,2300068,2300069,2300070,2300071,2300072,2300073,2300074,2300075,2300076,2300077,2300078,2300079,2300080,2300081,2300082,2300083,2300084,2300085,230008","Flipped","Flipped","HTML","2control","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,"wrong","true","false","false","false","reasons","reasons",6,6
110,33,0,"no tester","Completed (31)","2300103                     ",NA,558,NA,NA,"Yes","Male",37,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","There are fundamental moral norms established by God that are caustic to the soul if violated.                                                                                                                                                                ",1,"Incest is forbidden by God.                                                                                                                                                                                                                                   ","no harm mentioned","norms mentioned",7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Incest is a violation of Gods law.  Furthermore the premarital sex will undermine the intimacy of their potential future marriages.                                                                                                                           ","reason",NA,"It's wrong and I can provide a valid reason.",1,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","6","1: Not at all",7,"5",1,"No","No","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","Yes","Had an ethics course for xray school                                                                                                                                                                                                                          ","Yes","It was my in a couple other surveys                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                              ","-99                                                                                                                                                                                                                                                           ",0,"0","-99                                                                                                                                                                                                                                                           ","0","desktop","0","0","0","North America","United States","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ",0,"-66                                                                                                                                                                                                                                                           ","2300057,2300058,2300059,2300060,2300061,2300062,2300063,2300064,2300065,2300066,2305822,2300067,2300068,2300069,2300070,2300071,2300072,2300073,2300074,2300075,2300076,2300077,2300078,2300079,2300080,2300081,2300082,2300083,2300084,2300085,2300086,230008","Not flipped","Flipped","HTML","2control","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,"wrong","true","false","false","false","reasons","reasons",5,5
111,71,0,"no tester","Completed (31)","2300103                     ",NA,1448,NA,NA,"Yes","Male",75,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","Moral norms are put in place to protect everybody and should not be abused or broken.  Morality is very important keep human behavior decent and good.  Something disgusting or bad is harmful to decent humans.                                              ",1,"It is wrong for a brother and sister to have sex together.  There is no telling what could come from such an action.  A child could be conceived from it.  Then they probably would want an abortion that would take a human life.  That is totally wrong.    ","harm mentioned","norms mentioned",6,"No","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Because it is morally wrong in the eyes of the human race.  We are not animals going about helter skelter.                                                                                                                                                    ","reason",NA,"It's wrong and I can provide a valid reason.",1,"1: Not at all",6,"No, I am not able to believe this","No, I am not able to believe this","harm","6","1: Not at all",6,"2",1,"No","No","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","No","-99                                                                                                                                                                                                                                                           ","No","-99                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                              ","https://s3.amazonaws.com/mturk_bulk/hits/271230794/xTtrjrODyJz5Yja7MWc6mQ.html?assignmentId=3TE22NPXPBCQQP8Y2N2JJBRJRFH442&hitId=302OLP89DZ750Y30E1DQRSTQ4VACAP&workerId=AYB1KW8LEPBJ2&turkSubmitTo=https%3A%2F%2Fwww.mturk.com                               ",0,"0","-99                                                                                                                                                                                                                                                           ","0","desktop","0","0","0","North America","United States","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ",0,"-66                                                                                                                                                                                                                                                           ","2300057,2300058,2300059,2300060,2300061,2300062,2300063,2300064,2300065,2300429,2300066,2305822,2300067,2300068,2300069,2300070,2300071,2300072,2300073,2300074,2300075,2300076,2300077,2300078,2300079,2300080,2300081,2300082,2300083,2300084,2300085,230008","Flipped","Not flipped","HTML","2control","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,"wrong","true","false","false","false","reasons","reasons",9,9
112,64,0,"no tester","Completed (31)","2300103                     ",NA,340,NA,NA,"Yes","Female",35,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",1,"It is wrong to have sex with a sibling because it causes confused feelings between the two parties and leads to hurt.                                                                                                                                         ","harm mentioned","norms mentioned",6,"No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Although they feel no one is hurt it can harm their brother sister relationship in the future. And if by some chance a baby was created it would cause all kinds of trouble.                                                                                  ","reason",NA,"It's wrong and I can provide a valid reason.",2,"2",5,"No, I am not able to believe this","No, I am not able to believe this","harm","6","6",6,"4: neutral",2,"No","No","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","No","-99                                                                                                                                                                                                                                                           ","No","-99                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                              ","-99                                                                                                                                                                                                                                                           ",0,"0","-99                                                                                                                                                                                                                                                           ","0","desktop","0","0","0","North America","United States","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ",0,"-66                                                                                                                                                                                                                                                           ","2300057,2300058,2300059,2300060,2300061,2300062,2300063,2300065,2300066,2305822,2300067,2300068,2300069,2300070,2300071,2300072,2300073,2300074,2300075,2300076,2300077,2300078,2300079,2300080,2300081,2300082,2300083,2300084,2300085,2300086,2300087,230008","Flipped","Flipped","HTML","2control","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,"wrong","true","true","true","false","reasons","reasons",5,5
113,30,0,"no tester","Suspended (22)","2300102                     ",NA,448,NA,NA,"Yes","Female",46,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","People need to uphold their moral standards regardless if anyone gets hurt or not.  You have to face God in the end.  Everyone should follow their moral compass.                                                                                             ",1,"People who are related should not have sex with each other.  It is incest and it is morally wrong.                                                                                                                                                            ","no harm mentioned","norms mentioned",7,"No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It is incest.  Incest is morally wrong.  There is nothing more to say about it.                                                                                                                                                                               ","unsupported declaration + statement without reason","changed","It's wrong but I can't think of a reason.",1,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","1: Not at all",5,"7: Extremely",1,"No","No","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","No","-99                                                                                                                                                                                                                                                           ","No","-99                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                              ","-99                                                                                                                                                                                                                                                           ",0,"0","-99                                                                                                                                                                                                                                                           ","0","desktop","0","0","0","North America","United States","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ",0,"-66                                                                                                                                                                                                                                                           ","2300057,2300058,2300059,2300060,2300061,2300062,2300063,2300064,2300065,2300066,2305822,2300067,2300068,2300069,2300070,2300071,2300072,2300073,2300074,2300075,2300076,2300077,2300078,2300079,2300080,2300081,2300082,2300083,2300084,2300085,2300086,230008","Flipped","Flipped","HTML","2control","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,"wrong","true","false","false","false","unsupported declaration","reasons",7,7
114,28,0,"no tester","Completed (31)","2300103                     ",NA,453,NA,NA,"Yes","Male",41,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","Moral wrongdoings are wrong in the eyes of God so they are wrong anytime unless you are an atheist.                                                                                                                                                           ",1,"Sex outside of marriage or worse behind people's backs as cheating is hurtful.                                                                                                                                                                                ","harm mentioned","norms mentioned",7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It specifically says in the Bible that sex outside of marriage is a sin but if you are an atheist then nothing is morally wrong.                                                                                                                              ","reason",NA,"It's wrong and I can provide a valid reason.",1,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","6","4: neutral",4,"5",1,"No","No","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","No","None                                                                                                                                                                                                                                                          ","No","-99                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                              ","-99                                                                                                                                                                                                                                                           ",0,"0","-99                                                                                                                                                                                                                                                           ","0","desktop","0","0","0","North America","United States","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ",0,"-66                                                                                                                                                                                                                                                           ","2300057,2300058,2300059,2300060,2300061,2300062,2300063,2300064,2300065,2300429,2300066,2305822,2300067,2300068,2300069,2300070,2300071,2300072,2300073,2300074,2300075,2300076,2300077,2300078,2300079,2300080,2300081,2300082,2300083,2300084,2300085,230008","Not flipped","Flipped","HTML","2control","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,"wrong","true","false","false","false","reasons","reasons",5,5
115,20,0,"no tester","Completed (31)","2300103                     ",NA,295,NA,NA,"Yes","Female",31,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",1,"Sleeping with a sibling is wrong no matter what the reasons are. I, personally, find the idea disgusting.                                                                                                                                                     ","no harm mentioned","norms mentioned",7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Siblings simply should not have sex with one another.                                                                                                                                                                                                         ","reason",NA,"It's wrong and I can provide a valid reason.",2,"2",7,"No, I am not able to believe this","No, I am not able to believe this","harm","4: neutral","5",5,"5",4,"No","No","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","No","-99                                                                                                                                                                                                                                                           ","No","-99                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                              ","-99                                                                                                                                                                                                                                                           ",0,"0","-99                                                                                                                                                                                                                                                           ","0","desktop","0","0","0","North America","United States","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ",0,"-66                                                                                                                                                                                                                                                           ","2300057,2300058,2300059,2300060,2300061,2300062,2300063,2300065,2300429,2300066,2305822,2300067,2300068,2300069,2300070,2300071,2300072,2300073,2300074,2300075,2300076,2300077,2300078,2300079,2300080,2300081,2300082,2300083,2300084,2300085,2300086,230008","Flipped","Flipped","HTML","2control","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,"neutral","true","true","true","false","reasons","reasons",4,4
116,23,0,"no tester","Completed (31)","2300103                     ",NA,588,NA,NA,"Yes","Female",65,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","Doing anything against the law is wrong in any situation.                                                                                                                                                                                                     ",1,"They are brother and sister.  Therefore it is very morally wrong that they did this act.  It is also illegal.                                                                                                                                                 ","no harm mentioned","norms mentioned",7,"No","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","They are brother and sister.  This is labeled incest. This is against the law and is illegal.                                                                                                                                                                 ","reason",NA,"It's wrong and I can provide a valid reason.",1,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","1: Not at all",7,"7: Extremely",1,"No","No","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","No","-99                                                                                                                                                                                                                                                           ","Yes","I believe I saw this scenario in a past survey, but it has been a while ago.                                                                                                                                                                                  ","                                                                                                                                                                                                                                                              ","-99                                                                                                                                                                                                                                                           ",0,"0","-99                                                                                                                                                                                                                                                           ","0","desktop","0","0","0","North America","United States","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ",0,"-66                                                                                                                                                                                                                                                           ","2300057,2300058,2300059,2300060,2300061,2300062,2300063,2300064,2300065,2300066,2305822,2300067,2300068,2300069,2300070,2300071,2300072,2300073,2300074,2300075,2300076,2300077,2300078,2300079,2300080,2300081,2300082,2300083,2300084,2300085,2300086,230008","Not flipped","Not flipped","HTML","2control","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,"wrong","true","false","false","false","reasons","reasons",10,10
117,46,0,"no tester","Completed (31)","2300103                     ",NA,427,NA,NA,"Yes","Female",64,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",3,"They are brother and sister. This just seems very wrong to me because it has been ingrained in my mind that brother and sister do not do this.                                                                                                                ","no harm mentioned","norms mentioned",3,"No","Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","Unsure","It's wrong and I can provide a valid reason.","It is just not socially acceptable. I'm sorry....I am usually one to say it would not be wrong if no one else is hurt and the two parties enjoyed it. But in this case it seems to be completely wrong since they are siblings.                               ","reason",NA,"It's wrong and I can provide a valid reason.",3,"1: Not at all",4,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","2",4,"7: Extremely",2,"Yes","No","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","No","-99                                                                                                                                                                                                                                                           ","No","-99                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                              ","-99                                                                                                                                                                                                                                                           ",0,"0","-99                                                                                                                                                                                                                                                           ","0","desktop","0","0","0","North America","United States","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ",0,"-66                                                                                                                                                                                                                                                           ","2300057,2300058,2300059,2300060,2300061,2300062,2300063,2300065,2300429,2300066,2305822,2300067,2300068,2300069,2300070,2300071,2300072,2300073,2300074,2300075,2300076,2300077,2300078,2300079,2300080,2300081,2300082,2300083,2300084,2300085,2300086,230008","Flipped","Not flipped","HTML","2control","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","unstated","unstated","unstated","reason","unstated","no reason","no reason","no reason",FALSE,"wrong","true","true","true","false","reasons","reasons",3,3
118,44,0,"no tester","Completed (31)","2300103                     ",NA,409,NA,NA,"Yes","Female",28,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",2,"They know they are siblings so they should not be intimate with one another. No one was harmed so it is not the worst thing ever but it is gross and weird.                                                                                                   ","no harm mentioned","norms mentioned",7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It is illegal in most states and countries.                                                                                                                                                                                                                   ","reason",NA,"It's wrong and I can provide a valid reason.",2,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","4: neutral","1: Not at all",7,"4: neutral",4,"No","No","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","Yes","I took a class in community college and one in college both on ethics.                                                                                                                                                                                        ","No","-99                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                              ","-99                                                                                                                                                                                                                                                           ",0,"0","-99                                                                                                                                                                                                                                                           ","0","desktop","0","0","0","North America","United States","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                              ",0,"-66                                                                                                                                                                                                                                                           ","2300057,2300058,2300059,2300060,2300061,2300062,2300063,2300065,2300066,2305822,2300067,2300068,2300069,2300070,2300071,2300072,2300073,2300074,2300075,2300076,2300077,2300078,2300079,2300080,2300081,2300082,2300083,2300084,2300085,2300086,2300087,230008","Not flipped","Flipped","HTML","2control","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,"neutral","true","true","true","false","reasons","reasons",3,3
